v_BaseballPitch_g01_c01.avi,106,0,105,0
v_BaseballPitch_g01_c02.avi,92,0,91,0
v_BaseballPitch_g01_c03.avi,102,0,101,0
v_BaseballPitch_g01_c04.avi,104,0,103,0
v_BaseballPitch_g01_c05.avi,90,0,89,0
v_BaseballPitch_g01_c06.avi,100,0,99,0
v_BaseballPitch_g02_c01.avi,78,0,77,0
v_BaseballPitch_g02_c02.avi,71,0,70,0
v_BaseballPitch_g02_c03.avi,75,0,74,0
v_BaseballPitch_g02_c04.avi,84,0,83,0
v_BaseballPitch_g03_c01.avi,86,0,85,0
v_BaseballPitch_g03_c02.avi,119,0,118,0
v_BaseballPitch_g03_c03.avi,87,0,86,0
v_BaseballPitch_g03_c04.avi,79,0,78,0
v_BaseballPitch_g03_c05.avi,69,0,68,0
v_BaseballPitch_g03_c06.avi,75,0,74,0
v_BaseballPitch_g03_c07.avi,96,0,95,0
v_BaseballPitch_g04_c01.avi,212,0,211,0
v_BaseballPitch_g04_c02.avi,113,0,112,0
v_BaseballPitch_g04_c03.avi,98,0,97,0
v_BaseballPitch_g04_c04.avi,117,0,116,0
v_BaseballPitch_g04_c05.avi,115,0,114,0
v_BaseballPitch_g05_c01.avi,117,0,116,0
v_BaseballPitch_g05_c02.avi,93,0,92,0
v_BaseballPitch_g05_c03.avi,90,0,89,0
v_BaseballPitch_g05_c04.avi,115,0,114,0
v_BaseballPitch_g05_c05.avi,71,0,70,0
v_BaseballPitch_g05_c06.avi,115,0,114,0
v_BaseballPitch_g05_c07.avi,69,0,68,0
v_BaseballPitch_g06_c01.avi,98,0,97,0
v_BaseballPitch_g06_c02.avi,86,0,85,0
v_BaseballPitch_g06_c03.avi,104,0,103,0
v_BaseballPitch_g06_c04.avi,46,0,45,0
v_BaseballPitch_g06_c05.avi,62,0,61,0
v_BaseballPitch_g06_c06.avi,60,0,59,0
v_BaseballPitch_g06_c07.avi,80,0,79,0
v_BaseballPitch_g07_c01.avi,64,0,63,0
v_BaseballPitch_g07_c02.avi,134,0,133,0
v_BaseballPitch_g07_c03.avi,77,0,76,0
v_BaseballPitch_g07_c04.avi,86,0,85,0
v_BaseballPitch_g07_c05.avi,69,0,68,0
v_BaseballPitch_g07_c06.avi,77,0,76,0
v_BaseballPitch_g07_c07.avi,79,0,78,0
v_BaseballPitch_g08_c01.avi,110,0,109,0
v_BaseballPitch_g08_c02.avi,103,0,102,0
v_BaseballPitch_g08_c03.avi,99,0,98,0
v_BaseballPitch_g08_c04.avi,94,0,93,0
v_BaseballPitch_g08_c05.avi,109,0,108,0
v_BaseballPitch_g08_c06.avi,105,0,104,0
v_BaseballPitch_g08_c07.avi,103,0,102,0
v_BaseballPitch_g09_c01.avi,66,0,65,0
v_BaseballPitch_g09_c02.avi,74,0,73,0
v_BaseballPitch_g09_c03.avi,71,0,70,0
v_BaseballPitch_g09_c04.avi,62,0,61,0
v_BaseballPitch_g09_c05.avi,61,0,60,0
v_BaseballPitch_g09_c06.avi,66,0,65,0
v_BaseballPitch_g09_c07.avi,98,0,97,0
v_BaseballPitch_g10_c01.avi,100,0,99,0
v_BaseballPitch_g10_c02.avi,171,0,170,0
v_BaseballPitch_g10_c03.avi,117,0,116,0
v_BaseballPitch_g10_c04.avi,117,0,116,0
v_BaseballPitch_g10_c05.avi,101,0,100,0
v_BaseballPitch_g11_c01.avi,103,0,102,0
